Dana_BEAF-32.fa	BEAF-32	80.07	286	55	10	1	279	1	283	2.3e-90	314.0
Danc_BEAF-32.fa	BEAF-32	79.07	278	54	20	1	259	1	277	2.2e-79	277.4
Dano_BEAF-32.fa	BEAF-32	83.46	284	45	12	1	273	1	283	7.4e-90	312.3
Danoma_BEAF-32.fa	BEAF-32	77.69	279	58	19	1	261	1	278	8.3e-79	275.5
Dant_BEAF-32.fa	BEAF-32	89.47	97	10	2	1	95	1	97	8.7e-37	135.9
Dant_BEAF-32.fa	BEAF-32	25.00	28	21	0	206	233	195	222	1	13.3
Dant_BEAF-32.fa	BEAF-32	57.14	7	3	0	84	90	98	104	1	12.9
Dant_BEAF-32.fa	BEAF-32	23.53	17	13	0	4	20	130	146	1	12.6
Dant_BEAF-32.fa	BEAF-32	37.50	8	5	0	223	230	249	256	1	11.8
Dant_BEAF-32.fa	BEAF-32	50.00	6	3	0	96	101	175	180	1	11.3
Dara_BEAF-32.fa	BEAF-32	78.99	277	54	20	1	257	1	277	9.8e-82	285.3
Dath_BEAF-32.fa	BEAF-32	77.74	281	61	7	1	275	4	283	1.9e-88	307.6
Datr_BEAF-32.fa	BEAF-32	81.16	286	52	10	1	279	1	283	1.2e-88	308.3
Datro_BEAF-32.fa	BEAF-32	77.43	278	58	21	1	257	1	278	1.6e-75	264.6
Daus_BEAF-32.fa	BEAF-32	72.32	285	75	14	1	273	1	283	2.9e-71	250.6
Dazt_BEAF-32.fa	BEAF-32	78.52	281	58	11	1	271	4	283	5.2e-90	312.8
Dbas_BEAF-32.fa	BEAF-32	77.69	278	58	18	1	260	1	278	1.6e-85	297.9
Dbia_BEAF-32.fa	BEAF-32	89.01	284	31	2	1	283	1	283	8.3e-99	342.1
Dbif_BEAF-32.fa	BEAF-32	78.99	283	58	7	1	276	1	283	2.2e-91	317.4
Dbip_BEAF-32.fa	BEAF-32	78.60	281	58	10	1	274	1	278	3.5e-90	313.5
Dbir_BEAF-32.fa	BEAF-32	83.82	284	44	12	1	273	1	283	4.8e-97	336.2
Dboc_BEAF-32.fa	BEAF-32	82.61	284	48	8	1	277	1	283	6.4e-92	319.2
Dbor_BEAF-32.fa	BEAF-32	78.29	278	56	20	1	259	1	277	4.7e-85	296.3
Dbore_BEAF-32.fa	BEAF-32	79.46	279	53	21	1	259	1	278	4.4e-81	283.1
Dbun_BEAF-32.fa	BEAF-32	81.16	283	52	7	1	276	1	283	8.6e-96	332.1
Dbus_BEAF-32.fa	BEAF-32	74.90	283	66	20	1	263	1	283	7.7e-78	272.4
Dbuz_BEAF-32.fa	BEAF-32	77.78	281	58	20	1	262	1	280	8.3e-82	285.5
Dcard_BEAF-32.fa	BEAF-32	77.82	277	57	20	1	257	1	277	1e-83	291.8
Dcarr_BEAF-32.fa	BEAF-32	88.30	286	33	4	1	285	1	283	3.3e-100	346.8
Dcog_BEAF-32.fa	BEAF-32	77.31	278	59	18	1	260	1	278	6.3e-76	266.0
Dcol_BEAF-32.fa	BEAF-32	79.07	278	54	20	1	258	1	278	7.2e-86	299.0
Dcon_BEAF-32.fa	BEAF-32	77.31	278	59	18	1	260	1	278	3.7e-77	270.1
Dcra_BEAF-32.fa	BEAF-32	76.15	278	62	18	1	260	1	278	1.3e-74	261.7
Dcru_BEAF-32.fa	BEAF-32	77.69	278	58	18	1	260	1	278	1e-82	288.5
Dcyr_BEAF-32.fa	BEAF-32	77.69	278	58	18	1	260	1	278	7.6e-80	279.0
Ddem_BEAF-32.fa	BEAF-32	75.00	278	65	18	1	260	1	278	2.4e-77	270.7
Ddif_BEAF-32.fa	BEAF-32	77.69	278	58	18	1	260	1	278	3.7e-79	276.7
Ddiv_BEAF-32.fa	BEAF-32	77.91	278	57	20	1	258	1	278	1.1e-84	295.0
Dele_BEAF-32.fa	BEAF-32	87.23	284	36	2	1	283	1	283	1.6e-98	341.2
Dema_BEAF-32.fa	BEAF-32	72.22	285	75	15	1	272	1	283	4.1e-73	256.7
Deng_BEAF-32.fa	BEAF-32	78.08	278	57	18	1	260	1	278	2.4e-82	287.3
Deoh_BEAF-32.fa	BEAF-32	78.76	279	55	20	1	260	1	278	4.2e-83	289.8
Dequ_BEAF-32.fa	BEAF-32	72.63	281	75	7	1	276	1	279	9.1e-76	265.5
Derc_BEAF-32.fa	BEAF-32	80.51	285	54	8	1	279	1	283	2.1e-91	317.5
Dere_BEAF-32.fa	BEAF-32	94.35	283	16	0	1	283	1	283	9.6e-101	348.5
Deug_BEAF-32.fa	BEAF-32	89.68	283	29	2	1	281	1	283	4.1e-106	366.4
Dezo_BEAF-32.fa	BEAF-32	78.99	278	54	21	1	258	1	277	6.7e-78	272.5
Dezo_mas_BEAF-32.fa	BEAF-32	78.99	278	54	21	1	258	1	277	6e-84	292.6
Dfal_BEAF-32.fa	BEAF-32	77.69	278	58	18	1	260	1	278	4.4e-82	286.5
Dfic_BEAF-32.fa	BEAF-32	88.30	284	33	2	1	283	1	283	2.2e-97	337.4
Dfla_BEAF-32.fa	BEAF-32	76.36	278	61	20	1	258	1	278	8.1e-81	282.2
Dfor_BEAF-32.fa	BEAF-32	78.41	282	57	18	1	268	1	278	1.3e-84	294.9
Dful_BEAF-32.fa	BEAF-32	79.39	284	54	22	1	263	1	283	1.9e-81	284.4
Dfun_BEAF-32.fa	BEAF-32	78.29	278	56	20	1	258	1	278	9.3e-83	288.7
Dfung_BEAF-32.fa	BEAF-32	77.69	278	58	18	1	260	1	278	1.2e-76	268.4
Dfuy_BEAF-32.fa	BEAF-32	86.74	285	37	6	1	281	1	283	8e-94	325.5
Dgau_BEAF-32.fa	BEAF-32	78.71	284	56	21	1	264	1	283	4.6e-81	283.1
Dgla_BEAF-32.fa	BEAF-32	77.31	278	59	18	1	260	1	278	1.4e-79	278.1
Dgri_BEAF-32.fa	BEAF-32	77.69	278	58	18	1	260	1	278	1.8e-83	291.1
Dgun_BEAF-32.fa	BEAF-32	88.26	284	33	3	1	282	1	283	7.2e-103	355.6
Dham_BEAF-32.fa	BEAF-32	78.68	278	55	20	1	259	1	277	8.6e-79	275.5
Dhaw_BEAF-32.fa	BEAF-32	77.69	278	58	18	1	260	1	278	3.2e-81	283.6
Dhis_BEAF-32.fa	BEAF-32	79.07	278	54	20	1	258	1	278	4.8e-82	286.3
Dhyd_BEAF-32.fa	BEAF-32	79.92	279	52	20	1	260	1	278	1.5e-82	288.0
Dhyp_BEAF-32.fa	BEAF-32	77.10	278	60	16	1	262	1	278	3.9e-79	276.7
Dimm_BEAF-32.fa	BEAF-32	78.41	282	57	18	1	268	1	278	1.4e-80	281.5
Dimp_BEAF-32.fa	BEAF-32	76.83	278	60	19	1	259	1	278	7.1e-77	269.1
Dinc_BEAF-32.fa	BEAF-32	76.92	278	60	18	1	260	1	278	3.3e-79	276.9
Dinf_BEAF-32.fa	BEAF-32	77.31	278	59	18	1	260	1	278	4.4e-79	276.5
Dinn_BEAF-32.fa	BEAF-32	77.69	278	58	18	1	260	1	278	2.2e-79	277.5
Dins_BEAF-32.fa	BEAF-32	72.56	285	76	8	1	279	1	283	9.5e-80	278.8
Djam_BEAF-32.fa	BEAF-32	82.85	284	47	10	1	275	1	283	5.1e-91	316.2
Dkam_BEAF-32.fa	BEAF-32	77.31	278	59	18	1	260	1	278	1.8e-74	261.2
Dkane_BEAF-32.fa	BEAF-32	78.68	279	55	21	1	259	1	278	2.2e-80	280.8
Dkep_BEAF-32.fa	BEAF-32	78.08	278	57	18	1	260	1	278	2.1e-77	270.9
Dkik_BEAF-32.fa	BEAF-32	81.16	284	52	8	1	277	1	283	1.5e-95	331.3
Dkoh_BEAF-32.fa	BEAF-32	77.69	278	58	18	1	260	1	278	1.4e-77	271.5
Dkok_BEAF-32.fa	BEAF-32	76.54	278	61	18	1	260	1	278	2.3e-79	277.4
Dkun_BEAF-32.fa	BEAF-32	79.07	278	54	20	1	258	1	278	1.4e-78	274.8
Dkur_BEAF-32.fa	BEAF-32	87.23	286	36	4	1	285	1	283	2.5e-101	350.5
Dlaci_BEAF-32.fa	BEAF-32	79.84	279	52	21	1	259	1	278	4.3e-83	289.8
Dleon_BEAF-32.fa	BEAF-32	79.07	278	54	20	1	259	1	277	1.2e-80	281.6
Dlit_BEAF-32.fa	BEAF-32	80.54	278	50	21	1	258	1	277	4.2e-84	293.2
Dlon_BEAF-32.fa	BEAF-32	76.92	281	60	21	1	263	1	278	1.7e-81	284.5
Dlow_BEAF-32.fa	BEAF-32	79.42	284	57	7	1	278	1	283	4.6e-95	329.6
Dmac_BEAF-32.fa	BEAF-32	79.46	278	53	20	1	258	1	278	1e-80	281.9
Dmacr_BEAF-32.fa	BEAF-32	77.31	278	59	18	1	260	1	278	1.8e-78	274.4
Dmacu_BEAF-32.fa	BEAF-32	75.97	278	62	20	1	258	1	278	9e-77	268.8
Dmal_BEAF-32.fa	BEAF-32	78.60	281	58	10	1	274	1	278	3.9e-88	306.6
Dmal_mal_BEAF-32.fa	BEAF-32	78.60	281	58	10	1	274	1	278	8.6e-96	332.1
Dmal_pal_BEAF-32.fa	BEAF-32	78.60	281	58	10	1	274	1	278	1.4e-89	311.4
Dmau_BEAF-32.fa	BEAF-32	98.59	283	4	0	1	283	1	283	5.6e-109	375.9
Dmay_BEAF-32.fa	BEAF-32	78.29	278	56	20	1	259	1	277	1e-81	285.2
Dmel_BEAF-32.fa	BEAF-32	100.00	283	0	0	1	283	1	283	3e-113	390.1
Dmelc_BEAF-32.fa	BEAF-32	78.08	278	57	18	1	260	1	278	1.7e-83	291.1
Dmels_BEAF-32.fa	BEAF-32	76.92	278	60	18	1	260	1	278	3.4e-79	276.8
Dmer_BEAF-32.fa	BEAF-32	77.91	278	57	20	1	259	1	277	1.6e-82	287.9
Dmerc_BEAF-32.fa	BEAF-32	79.09	284	55	21	1	264	1	283	2e-82	287.6
Dmeri_BEAF-32.fa	BEAF-32	77.91	278	57	20	1	259	1	277	4.4e-78	273.2
Dmerin_BEAF-32.fa	BEAF-32	80.87	285	53	8	1	279	1	283	3.2e-87	303.6
Dmet_BEAF-32.fa	BEAF-32	79.54	279	53	20	1	260	1	278	4.4e-76	266.5
Dmim_BEAF-32.fa	BEAF-32	88.93	284	31	4	1	281	1	283	7.4e-101	348.9
Dmimi_BEAF-32.fa	BEAF-32	76.92	278	60	18	1	260	1	278	8.8e-80	278.8
Dmir_BEAF-32.fa	BEAF-32	77.98	284	61	7	1	278	1	283	1.2e-91	318.2
Dmir_BEAF-32.fa	BEAF-32	76.53	284	65	7	1	278	1	283	8.7e-89	308.8
Dmoj_BEAF-32.fa	BEAF-32	76.36	277	61	19	1	258	1	277	4.3e-77	269.9
Dmon_BEAF-32.fa	BEAF-32	80.80	286	53	10	1	279	1	283	6.8e-91	315.8
Dmul_BEAF-32.fa	BEAF-32	76.36	278	61	20	1	259	1	277	2.6e-82	287.2
Dmult_BEAF-32.fa	BEAF-32	76.92	278	60	18	1	260	1	278	1.9e-82	287.7
Dmur_BEAF-32.fa	BEAF-32	77.31	278	59	18	1	260	1	278	2.5e-77	270.6
Dnan_BEAF-32.fa	BEAF-32	74.72	284	67	19	1	266	1	283	2.8e-78	273.8
Dnas_BEAF-32.fa	BEAF-32	78.08	278	57	18	1	260	1	278	1.4e-78	274.8
Dneb_BEAF-32.fa	BEAF-32	73.65	286	73	9	1	280	1	283	9.7e-80	278.8
Dneo_BEAF-32.fa	BEAF-32	71.48	285	77	15	1	272	1	283	8.9e-74	258.9
Dneot_BEAF-32.fa	BEAF-32	79.15	278	54	19	1	259	1	278	2.1e-85	297.4
Dneu_BEAF-32.fa	BEAF-32	77.31	278	59	18	1	260	1	278	2.6e-84	293.8
Dnig_BEAF-32.fa	BEAF-32	79.92	279	52	20	1	260	1	278	2.1e-83	290.9
Dnigri_BEAF-32.fa	BEAF-32	77.69	278	58	18	1	260	1	278	1.3e-77	271.5
Dnigro_BEAF-32.fa	BEAF-32	78.99	277	54	20	1	257	1	277	1.4e-79	278.1
Dniv_BEAF-32.fa	BEAF-32	78.08	278	57	18	1	260	1	278	2.1e-81	284.2
Dnov_BEAF-32.fa	BEAF-32	78.99	278	54	21	1	258	1	277	2e-80	281.0
Dnrf_BEAF-32.fa	BEAF-32	76.54	278	61	18	1	260	1	278	4.3e-77	269.9
Dnrm_BEAF-32.fa	BEAF-32	77.31	278	59	18	1	260	1	278	2e-78	274.3
Dnrp_BEAF-32.fa	BEAF-32	76.15	278	62	18	1	260	1	278	2.1e-76	267.6
Dobs_BEAF-32.fa	BEAF-32	78.62	284	59	8	1	277	1	283	2.6e-90	313.9
Doch_BEAF-32.fa	BEAF-32	77.69	282	58	22	1	264	1	278	4.4e-80	279.8
Dore_BEAF-32.fa	BEAF-32	93.64	283	18	0	1	283	1	283	5.7e-105	362.6
Dore_BEAF-32.fa	BEAF-32	93.64	283	18	0	1	283	1	283	1.6e-105	364.5
Dosh_BEAF-32.fa	BEAF-32	84.95	291	42	12	1	287	1	283	1.7e-90	314.5
Dpac_BEAF-32.fa	BEAF-32	73.96	284	69	19	1	266	1	283	8.8e-79	275.5
Dpal_BEAF-32.fa	BEAF-32	77.69	278	58	18	1	260	1	278	1.1e-81	285.2
Dpar_BEAF-32.fa	BEAF-32	78.60	281	58	10	1	274	1	278	1.1e-91	318.5
Dparc_BEAF-32.fa	BEAF-32	76.15	278	62	18	1	260	1	278	3.7e-77	270.1
Dparm_BEAF-32.fa	BEAF-32	78.12	278	56	22	1	256	1	278	2.6e-78	273.9
Dparn_BEAF-32.fa	BEAF-32	79.54	279	53	20	1	260	1	278	9.3e-82	285.4
Dpart_BEAF-32.fa	BEAF-32	78.21	277	56	20	1	257	1	277	1.3e-77	271.6
Dpau_BEAF-32.fa	BEAF-32	72.30	285	77	7	1	280	1	283	8.7e-73	255.7
Dpauc_BEAF-32.fa	BEAF-32	77.69	278	58	18	1	260	1	278	5.5e-85	296.1
Dpeg_BEAF-32.fa	BEAF-32	77.65	284	59	20	1	265	1	283	9.4e-85	295.3
Dpen_BEAF-32.fa	BEAF-32	81.08	279	49	20	1	260	1	278	6.8e-78	272.5
Dper_BEAF-32.fa	BEAF-32	78.34	284	60	7	1	278	1	283	2.5e-90	313.9
Dperc_BEAF-32.fa	BEAF-32	77.31	278	59	18	1	260	1	278	1.6e-82	287.9
Dpha_BEAF-32.fa	BEAF-32	77.69	278	58	18	1	260	1	278	4.8e-79	276.3
Dpic_BEAF-32.fa	BEAF-32	77.69	278	58	18	1	260	1	278	1.8e-82	287.7
Dpla_BEAF-32.fa	BEAF-32	77.69	278	58	18	1	260	1	278	1.1e-75	265.2
Dpro_BEAF-32.fa	BEAF-32	72.32	285	75	14	1	273	1	283	1.6e-75	264.7
Dpru_BEAF-32.fa	BEAF-32	78.93	283	55	22	1	261	1	283	5.5e-79	276.2
Dpsea_BEAF-32.fa	BEAF-32	78.55	285	59	10	1	278	1	282	9.8e-97	335.2
Dpsea_nig_BEAF-32.fa	BEAF-32	78.55	285	59	10	1	278	1	282	2.1e-92	320.8
Dpsea_pse_BEAF-32.fa	BEAF-32	78.55	285	59	10	1	278	1	282	1.4e-90	314.7
Dpse_BEAF-32.fa	BEAF-32	77.98	284	61	7	1	278	1	283	1.7e-85	297.9
Dpseta_BEAF-32.fa	BEAF-32	89.72	286	29	4	1	285	1	283	1.6e-96	334.6
Dpul_BEAF-32.fa	BEAF-32	77.31	278	59	18	1	260	1	278	5.3e-81	282.8
Dput_BEAF-32.fa	BEAF-32	78.76	278	55	19	1	259	1	278	1.4e-85	298.0
Dqua_BEAF-32.fa	BEAF-32	76.28	277	60	24	1	255	1	275	1.7e-77	271.2
Dquas_BEAF-32.fa	BEAF-32	77.69	279	58	19	1	261	1	278	1.3e-79	278.2
Dqui_BEAF-32.fa	BEAF-32	76.74	278	60	20	1	258	1	278	6.5e-84	292.5
Drel_BEAF-32.fa	BEAF-32	78.68	278	55	20	1	258	1	278	6.7e-77	269.2
Drepa_BEAF-32.fa	BEAF-32	79.09	284	55	21	1	264	1	283	1.9e-82	287.7
Drepo_BEAF-32.fa	BEAF-32	76.15	278	62	18	1	260	1	278	2.1e-78	274.3
Drho_BEAF-32.fa	BEAF-32	88.30	286	33	4	1	285	1	283	1.1e-101	351.7
Drob_BEAF-32.fa	BEAF-32	77.52	278	58	20	1	258	1	278	1.9e-79	277.7
Drub_BEAF-32.fa	BEAF-32	77.10	278	60	16	1	262	1	278	3.3e-79	276.9
Druf_BEAF-32.fa	BEAF-32	81.02	283	52	9	1	275	1	282	7.4e-94	325.6
Dsal_BEAF-32.fa	BEAF-32	72.32	285	75	14	1	273	1	283	2.2e-73	257.6
Dsan_BEAF-32.fa	BEAF-32	94.70	284	15	1	1	284	1	283	8.9e-104	358.6
Dsec_BEAF-32.fa	BEAF-32	98.23	283	5	0	1	283	1	283	1.5e-112	387.7
Dsecl_BEAF-32.fa	BEAF-32	73.61	281	71	12	1	272	1	278	4.1e-77	270.0
Dser_BEAF-32.fa	BEAF-32	82.61	284	48	8	1	277	1	283	6.7e-92	319.1
Dseto_BEAF-32.fa	BEAF-32	77.69	282	58	22	1	264	1	278	1.5e-78	274.7
Dsia_BEAF-32.fa	BEAF-32	77.10	278	60	16	1	262	1	278	1.4e-79	278.1
Dsil_BEAF-32.fa	BEAF-32	77.69	278	58	18	1	260	1	278	7e-77	269.2
Dsim_BEAF-32.fa	BEAF-32	98.59	283	4	0	1	283	1	283	1.8e-115	397.5
Dsor_BEAF-32.fa	BEAF-32	77.52	278	58	20	1	258	1	278	1.1e-74	261.9
Dsord_BEAF-32.fa	BEAF-32	77.31	278	59	18	1	260	1	278	2.8e-74	260.5
Dsp_affcha_BEAF-32.fa	BEAF-32	82.97	284	47	8	1	277	1	283	7.5e-98	338.9
Dsp_mus_BEAF-32.fa	BEAF-32	79.07	278	54	20	1	258	1	278	1.6e-78	274.6
Dspr_BEAF-32.fa	BEAF-32	76.92	278	60	18	1	260	1	278	2.5e-80	280.6
Dsta_BEAF-32.fa	BEAF-32	78.54	281	56	20	1	262	1	280	2.2e-79	277.5
Dstu_BEAF-32.fa	BEAF-32	71.11	285	78	15	1	272	1	283	2.3e-75	264.2
Dsub_BEAF-32.fa	BEAF-32	78.99	283	58	7	1	276	1	283	1.1e-90	315.1
Dsubp_BEAF-32.fa	BEAF-32	87.63	283	35	0	1	283	1	283	7.4e-108	372.2
Dsubs_BEAF-32.fa	BEAF-32	80.07	284	55	8	1	277	1	283	1e-90	315.2
Dsuc_BEAF-32.fa	BEAF-32	75.00	285	69	9	1	278	1	283	1.1e-73	258.7
Dsulb_BEAF-32.fa	BEAF-32	77.69	278	58	18	1	260	1	278	1.9e-80	281.0
Dsul_BEAF-32.fa	BEAF-32	77.69	278	58	18	1	260	1	278	1.1e-79	278.5
Dsuls_BEAF-32.fa	BEAF-32	77.69	278	58	18	1	260	1	278	4.1e-80	279.9
Dsuz_BEAF-32.fa	BEAF-32	88.69	284	32	1	1	284	1	283	4.2e-107	369.7
Dtak_BEAF-32.fa	BEAF-32	87.59	284	35	2	1	283	1	283	8.3e-96	332.1
Dtany_BEAF-32.fa	BEAF-32	77.69	278	58	18	1	260	1	278	1.6e-76	268.0
Dtei_BEAF-32.fa	BEAF-32	94.70	283	15	0	1	283	1	283	5.7e-108	372.5
Dtes_BEAF-32.fa	BEAF-32	79.15	278	54	19	1	259	1	278	7.4e-81	282.4
Dtri_BEAF-32.fa	BEAF-32	82.12	283	49	9	1	275	1	282	1.6e-91	317.8
Dtric_BEAF-32.fa	BEAF-32	78.08	278	57	18	1	260	1	278	1.2e-79	278.3
Dtrip_BEAF-32.fa	BEAF-32	73.26	278	69	20	1	258	1	278	8.2e-75	262.3
Dtris_BEAF-32.fa	BEAF-32	80.43	284	54	8	1	277	1	283	1.2e-91	318.2
Dtro_BEAF-32.fa	BEAF-32	72.76	285	76	6	1	281	1	283	1.8e-78	274.5
Dust_BEAF-32.fa	BEAF-32	78.41	282	57	18	1	268	1	278	4.8e-84	293.0
Dval_BEAF-32.fa	BEAF-32	80.14	285	55	8	1	279	1	283	3.4e-88	306.8
Dvar_BEAF-32.fa	BEAF-32	79.78	285	56	8	1	279	1	283	1.8e-89	311.1
Dvil_BEAF-32.fa	BEAF-32	78.46	278	56	18	1	260	1	278	3.5e-83	290.1
Dvir_BEAF-32.fa	BEAF-32	78.99	278	54	21	1	258	1	277	8.9e-82	285.4
Dwil_BEAF-32.fa	BEAF-32	71.84	285	78	8	1	279	1	283	1.1e-73	258.6
Dyak_BEAF-32.fa	BEAF-32	94.70	284	15	1	1	284	1	283	4.7e-98	339.6
Dyoo_BEAF-32.fa	BEAF-32	77.69	278	58	18	1	260	1	278	5.1e-78	272.9
Hcam_BEAF-32.fa	BEAF-32	77.43	277	58	20	1	257	1	277	1e-77	272.0
Hcon_BEAF-32.fa	BEAF-32	77.91	278	57	20	1	258	1	278	6e-80	279.3
Hdun_BEAF-32.fa	BEAF-32	71.69	285	77	13	1	274	1	283	1.8e-73	257.9
Hhis_BEAF-32.fa	BEAF-32	77.52	278	58	20	1	258	1	278	2.1e-81	284.2
Htri_BEAF-32.fa	BEAF-32	77.57	284	59	21	1	264	1	283	9e-77	268.8
Lcla_BEAF-32.fa	BEAF-32	74.64	284	70	8	1	277	1	283	1.2e-82	288.4
Scyr_BEAF-32.fa	BEAF-32	78.54	278	56	17	1	261	1	278	1.8e-81	284.4
Sfla_BEAF-32.fa	BEAF-32	78.11	283	58	18	1	265	1	283	2.4e-83	290.6
Sgra_BEAF-32.fa	BEAF-32	77.74	283	59	18	1	265	1	283	2.2e-79	277.5
Shsu_BEAF-32.fa	BEAF-32	78.68	276	55	18	1	258	1	276	1.5e-78	274.7
Slat_BEAF-32.fa	BEAF-32	61.02	282	99	28	1	254	1	282	5.6e-69	242.8
Sleb_BEAF-32.fa	BEAF-32	62.40	283	97	25	1	258	1	283	3.8e-64	226.8
Smon_BEAF-32.fa	BEAF-32	78.11	283	58	18	1	265	1	283	3.2e-81	283.6
Spal_BEAF-32.fa	BEAF-32	80.00	278	52	18	1	260	1	278	5.4e-81	282.8
Spar_BEAF-32.fa	BEAF-32	78.38	277	56	18	1	259	1	277	1.5e-79	278.0
Spol_BEAF-32.fa	BEAF-32	78.08	277	57	17	1	260	1	277	1.9e-82	287.7
Stum_BEAF-32.fa	BEAF-32	76.34	278	62	16	1	262	1	278	7.4e-80	279.1
Zafr_BEAF-32.fa	BEAF-32	77.91	278	57	20	1	258	1	278	2.7e-78	273.8
Zbog_BEAF-32.fa	BEAF-32	77.69	278	58	18	1	260	1	278	1e-79	278.6
Zcam_BEAF-32.fa	BEAF-32	77.86	283	58	21	1	262	1	283	1e-83	291.9
Zcap_BEAF-32.fa	BEAF-32	78.68	278	55	20	1	258	1	278	3.7e-83	290.0
Zdav_BEAF-32.fa	BEAF-32	78.68	278	55	20	1	258	1	278	3.3e-79	276.9
Zfla_BEAF-32.fa	BEAF-32	76.65	277	60	20	1	257	1	277	2.7e-79	277.2
Zfla_BEAF-32.fa	BEAF-32	76.65	277	60	20	1	257	1	277	2.9e-81	283.7
Zgab_BEAF-32.fa	BEAF-32	78.29	278	56	20	1	258	1	278	1.2e-81	285.0
Zghe_BEAF-32.fa	BEAF-32	77.91	278	57	20	1	258	1	278	5.3e-78	272.9
Zind_BEAF-32.fa	BEAF-32	78.29	278	56	20	1	258	1	278	6.9e-75	262.5
Zine_BEAF-32.fa	BEAF-32	77.52	278	58	20	1	258	1	278	1.5e-79	278.0
Zkol_BEAF-32.fa	BEAF-32	77.52	278	58	20	1	258	1	278	1.2e-75	265.1
Zlac_BEAF-32.fa	BEAF-32	77.86	283	58	21	1	262	1	283	8e-78	272.3
Znig_BEAF-32.fa	BEAF-32	77.86	283	58	21	1	262	1	283	1.7e-83	291.1
Zorn_BEAF-32.fa	BEAF-32	78.29	278	56	20	1	258	1	278	7e-82	285.8
Ztar_BEAF-32.fa	BEAF-32	78.68	278	55	20	1	258	1	278	2.6e-82	287.2
Ztsa_BEAF-32.fa	BEAF-32	77.52	278	58	20	1	258	1	278	7.2e-80	279.1
Ztub_BEAF-32.fa	BEAF-32	77.52	278	58	20	1	258	1	278	1.9e-77	271.1
Zvit_BEAF-32.fa	BEAF-32	78.68	278	55	20	1	258	1	278	1.2e-83	291.7
Acom_Cf2.fa	Cf2	70.65	510	135	50	1	488	1	482	3.4e-67	238.8
Acom_Cf2.fa	Cf2	30.95	45	29	3	320	364	494	535	1	11.8
Amar_Cf2.fa	Cf2	69.70	515	140	53	1	495	1	482	1.3e-67	240.2
Amar_Cf2.fa	Cf2	31.58	19	13	0	206	224	489	507	1	11.0
Amin_Cf2.fa	Cf2	69.28	509	141	50	1	486	1	482	1e-65	233.9
Amin_Cf2.fa	Cf2	38.46	47	24	8	318	359	494	537	1	11.6
Ccau_Cf2.fa	Cf2	77.96	520	106	39	1	506	1	495	3.2e-75	265.5
Ccau_Cf2.fa	Cf2	55.56	21	8	3	14	34	500	517	1	14.2
Ccos_Cf2.fa	Cf2	83.69	527	76	61	1	498	1	495	2.3e-74	262.7
Ccos_Cf2.fa	Cf2	87.50	8	1	0	27	34	498	505	1	13.8
Cfus_Cf2.fa	Cf2	82.38	521	83	50	1	497	1	495	2.4e-71	252.6
Cfus_Cf2.fa	Cf2	87.50	8	1	0	28	35	498	505	1	14.2
Cind_Cf2.fa	Cf2	67.82	494	149	31	1	475	1	482	9.5e-60	214.0
Cind_Cf2.fa	Cf2	41.67	43	21	7	310	352	486	521	1	12.8
Cpro_Cf2.fa	Cf2	81.70	527	86	57	1	502	1	495	2.7e-69	245.8
Cpro_Cf2.fa	Cf2	88.89	9	1	0	30	38	497	505	1	14.4
Dacu_Cf2.fa	Cf2	76.99	529	113	38	1	525	1	495	2.5e-73	259.3
